business_id,compliment_count,date,text,user_id
3uLgwr0qeCNMjKenHJwPGQ,0,2012-05-18 02:17:21,Avengers time with the ladies.,AGNUgVwnZUey3gcPCJ76iw
QoezRbYQncpRqyrLH6Iqjg,0,2013-02-05 18:35:10,They have lots of good deserts and tasty cuban sandwiches,NBN4MgHP9D3cw--SnauTkA
MYoRNLb5chwjQe3c_k37Gg,0,2013-08-18 00:56:08,It's open even when you think it isn't,-copOvldyKh1qr-vzkDEvw
hV-bABTK-glh5wj31ps_Jw,0,2017-06-27 23:05:38,Very decent fried chicken,FjMQVZjSqY8syIO-53KFKw
_uN0OudeJ3Zl_tf6nxg5ww,0,2012-10-06 19:43:09,Appetizers.. platter special for lunch,ld0AperBXk1h6UbqmM80zw
7Rm9Ba50bw23KTA8RedZYg,0,2012-03-13 04:00:52,"Chili Cup + Single Cheeseburger with onion, pickle, and relish + Vanilla Coca-Cola...so far.",trf3Qcz8qvCDKXiTgjUcEg
kH-0iXqkL7b8UXNpguBMKg,0,2013-12-03 23:42:15,"Saturday, Dec 7th 2013, ride Patco's Silver Sleigh w/ Santa & his elves on a decorated train into Center City. Trains leave from Lindenwold at 10am, 11:15am, & 12:30pm, and make all stops. Great for kids!",SMGAlRjyfuYu-c-22zIyOg
jtri188kuhe_AuEOJ51U_A,0,2016-11-22 22:14:58,This is probably the best place in the cool Springs area to watch a game and eat,YVBB9g23nuVJ0u44zK0pSA
xODBZmX4EmlVvbqtKN7YKg,0,2012-07-27 01:48:24,Tacos,VL12EhEdT4OWqGq0nIqkzw
pICJRcyqW1cF96Q3XhLSbw,0,2012-06-09 22:57:04,Starbucks substitute in boring downtown Tampa. Ugh. Never again!,4ay-fdVks5WMerYL_htkGQ
clwjLY7PdYJpe7IP9lrqEw,0,2014-06-17 01:20:14,Order the Tortilla Soup,OttfcRxgRrYsTg9EV5Aozg
wLHodvVFLTgK3nl2XG8OCw,0,2017-03-23 22:01:41,Very good will definitely be coming back!!,JsXhBw6MntzTJjH_Ue5udw
wUMuvdUeVZODZk7TjaD2jg,0,2013-02-28 02:05:54,If the Hotlight is on you must stop in.,Y0JfJh4B-jrtGc_AHfWi6w
MDr7KLYSPkEonvGojNEMBw,0,2011-07-20 21:52:57,Let's go Yankees!,MlnuJ7T14CE0JDK2ZIOx5g
aK6R2akvIK9ijw3FvDy8vw,0,2014-06-12 17:34:20,Basically same food as rally's for $5 more,ffWWVlmsrN5lZ6sjAE-vTw
EXYbKA1tocvOK_1tXxZXLA,0,2011-10-13 03:15:15,Don't go for dinner. They close at 6. Really Yvonne L? Negative stars for a restaurant where you you didn't and never intended to eat?,j2sEA3hiUcwHfq9Ml6M47g
H9fkf4Xkj_j7Zxs1FmY58Q,0,2012-03-11 23:16:12,30 mins for take out. Right right tight,jsaN4TDygu76AGTiB3PpBA
ReX09lhufLTAx19krkltDA,0,2013-06-10 20:18:41,"Got the grilled chicken entree. It was delicious but was a small portion. I like the environment here, for sure, though.",kjFgyrCvmVVGSlgWzRXILw
c5nLy7YgXG-IIrOmqJv1nA,0,2016-04-23 02:44:03,This is the bomb ! I love this dish. Try it you'll like it !lol,I6aRZ4sE7ixv0_2r3-XvGw
LJaR65ALpz261_dlVWqV2g,0,2012-06-02 14:39:28,Helping Mona find a new phone.,Ll5l4WTKPH7zWQWA68Rhdw
3ZynJ94VpIdDlaArmEp2Rg,0,2012-10-12 15:16:13,"Yes, I'm eating here again. Breakfast!",FQ-zmWPEG_pjSQx6pt3Efw
Zg83olSjsdXAhE5EEy5IcQ,0,2018-04-01 01:40:12,Order crispy and they bake it up good.,1viszljzsa8W7VnYPuWosw
pWuoHHu0LuVrD0HjadDygg,0,2010-11-21 20:52:49,Crepes please!!!,phKNHTaokisQkZ7qQbxryA
ZhCnKe7U1TsHWnAlXl8Isw,0,2016-05-02 17:59:57,The pimento cheese tastes great and is a large portion for a starter - great for sharing!  The fried pickles are also awesome!,Ba1I_wRHRQzvuyFU4PwPrw
xHwvbm1SJwtaZtOZzFQcmQ,1,2016-06-11 23:18:23,"If you haven't  been here in a good while or if you are used to the same place on the west coast called, Carl Jr. (both are applicable to me), please don't  come here for the turkey burger.  It is no longer on the menu.",tA1U-XSh9woo73eQmWGyAQ
M1hsyjJDdQQeNP164FJ1pA,0,2013-08-19 18:25:30,Everything is yummy!,bjX58cooXPxdNfR0GZ6r9Q
FpwmIq3Gpo6hGIrOOv8lTw,0,2016-01-11 04:07:33,Allow yourself time to wait on your food,VQro7KJpsspqEO68ilIJAw
tkDs-InBqql7rqlAan97vA,0,2012-07-28 14:35:32,"Looks like mini burgers, similar to white castle",BC2LVfzoizlY4kJPzi_13Q
ghsaIqQ1xY3cWtWWJ4QW5w,0,2010-12-27 20:38:49,Icky on tap,CozGguiwx7JEVk7cAwdvpA
vaYy-IWyfh1ILji0l2TpzQ,0,2016-08-01 12:15:51,Great breakfast buffet open to the public also ;),e67fm29pOiQUcPSltCAHVA
9DJhhBqQSu-gTBwaqdhgpQ,0,2016-01-16 19:13:57,Come early for the best service as they fill up really quickly.,jDThlALkraoQLLBYHqY7FQ
8YJtf5v76SIz-4udyF4YmA,0,2017-09-23 16:08:24,This place had great coffee but the owner sold it so it not there anymore.,fjpoZaeM1QRueYLl9FSLiQ
IiJ744MOUKmRYAgNFkcs0g,0,2014-04-05 15:47:36,Great Pancakes!!!!!!,M0Hgcpkd5MxOaxLB3ELhXA
UNtta3w643ZWsJ7JDxhC9g,0,2010-06-02 23:56:31,Taking the free shuttle to the cards game!!!,kfiBpwAZFxAo_RcrBmQjbA
XIKYdKWq72zUYsq8NBxcCQ,0,2018-01-14 15:00:01,The honey glazed salmon is amazing!,YnlCpuaBa3qWBp4te8pGmA
jSr8KHVtQWgC_S_xNyrG5w,0,2017-06-30 02:38:47,The real fruit juices and smoothies are the best,Pqf7MYeNsSnC8aSOgg-Oxw
xv_U__GI9gmzKIHT_TANnw,0,2011-07-30 22:54:31,"Best General Tso around. Also, try the grilled sweet pork, ask for extra sauce.",xEM8BRJ4wm_s47Y0nL51MA
aPD0HkuA7MXNhZZqXiGF4g,0,2017-09-30 22:39:11,Great fish and chips!!,IE0f4Mt6rfEw26pn598doA
nzqx3NJ1Yf-1bugLNikSCg,0,2016-07-30 20:44:04,Hours are incorrect on Yelp. They close at 3PM on Saturdays.,_YBX0Fy9pI0ktOQ9RtFhAg
wuoYvojFNWuRrUO2UyM47Q,0,2011-08-07 23:43:48,Slowest gas attendants ever,9C_h-H1Z7Xz7dvbgsBrnSg
u3Z7X2T7ssWO9qvMRNcsOA,0,2011-12-25 14:23:53,Great place for breakfast!,q4twMHnYmRmKRxdVDYakbQ
t0zwddmbOGQOADrAxEPHQQ,0,2018-03-31 20:57:38,Come by for some Jelly Bean sours this weekend!,XJDLaoN1PerKw2woiKeepA
TghRoAMx43V-9l7mH-SENg,0,2016-04-18 23:24:33,Best Mahi fish tacos blackened I have ever had. Great atmosphere and cocktails.,VECuzTUvA3FvaqSUrdXIMg
RNzhLU8zy1L5dBkjRK4xEA,0,2010-11-28 23:09:49,Best steak tartare ever,nZB33t0RFtq_jTxJJJ6wfA
wUZXm4KN2wIqlfkvXVZXUw,0,2010-04-27 20:03:08,Drews Brews = yum!,dDlGamr9iLPdbfwDWvmbMw
zjLT8ELDYxxknQ9ZLrl6_w,0,2017-03-18 18:22:28,Call ahead of time to make sure there isn't a wait.,BrobnxoTkPml180NhXl6kw
5yjHCLzwHgjKNNHgAaUC8Q,0,2012-03-28 23:27:41,"Jimmy the manager does what he is best at again, thanks to him this place is now my fav",evVjF1TOaNwuUK7oY2k53w
5do_HLD3bwfYIJq0nOO-PA,0,2016-04-19 18:18:59,Great wings. Awesome onion rings. Enjoyed it very much.,VgqlluOAE_wV8oT2tztc_A
eMiN8nm70jjKg8izikVWDA,0,2011-10-16 23:43:10,Mmm Yummy Crab Fries!,Rr4cLb6Go91FT134o6RsKg
JQXKCQPIeoxzy6x119X6mQ,0,2012-03-15 16:18:19,Work lunch,2eC4qmjUNR7-LG8s6t4Ehg
zLTzdEg985ZDjjNDqVShoA,0,2017-07-09 03:09:24,Dont go inside cause it stinks of stale greasy carpet.  I guess just drive thru.,nVRi_VJJsYXclAuv5u4Eww
HgPTy_OGoaxllb2EXkC1sQ,0,2013-05-23 16:34:31,"Good peruvian place! For $10 a place, its worth evry bite",g-jD73ukXg5c3IKpv_sTyw
1Efad30BdOeqqjX2d6P4sw,1,2015-05-23 13:33:04,You MUST have the popover breakfast!!,nhXyjGOCfi-EW09bJqfAzQ
eJ77e9lGxY3ArzaoDbHhYw,0,2013-02-16 21:34:37,"Good specials, nice menu",fJhr0G2JBNkfqpbIwkEQHg
HCqmx4ENAZ76SAjoalj-MQ,0,2013-02-14 15:49:50,Bubba's Benedict is a great choice is you want a mountain of breakfast and also have time for a nap later.,quW07vsrJxccqBSzczjrpQ
UFCN0bYdHroPKu6KV5CJqg,0,2016-08-01 20:50:52,Best lunch/ happy hour in downtown!!! Kenny rocks!,rSeQlwsBuWzKZYKac7r8Gw
95d60_mjUg2kLy-bhDLC6w,0,2012-03-18 23:38:41,Pizza with the Heberts!,5a7o8Z_jc1pabjavUjWyiQ
l-rGtJt0E7PAklT0IK7oFQ,0,2014-06-14 04:54:34,Great atmosphere... Live music... Excellent drinks.,9qZVikoJoqfQK9SBSynAGA
fgnHM4VT-n1VjFL3YeBJsg,0,2017-08-29 17:12:23,Ordered the pad Thai shrimp and it was good!,9XhCRgu_v7y-X2v4Av3HPA
tnJT4UUVsrrJQL7wfDe_lQ,0,2010-12-24 16:53:36,Super Spicy Roll!,2CCJdupLxjqxthneSuuScQ
ot6Qu7MbA_D_b3FTVHoB9Q,0,2011-04-06 22:15:02,Always good for a shoe bargain!,nR9klq6eOdBuA_cSZW3HqQ
1lSj24GO6VMJ2uB6hW3pGA,0,2017-03-17 21:35:00,"Average, nothing to write home about.",ztPinMY7A5o4HteSMyBzdw
RiB0e4L-Gx3BJ5qlsa1ZIw,0,2017-10-01 14:42:06,Great market! Beautiful location and easy parking. Visit this market!,BDOCu_rbF75vMK0stzxqkg
DlOZoZZRLEOuh9FdAw1few,0,2013-08-18 23:54:19,Using my coupon to save $$$$$$,juigu8XxwzLAeikeBzULbg
-Xld662dL8WxrwP--bclIQ,0,2011-05-01 01:48:56,The yum yum roll is delicious!,cogPv5baWhsR-_Dcw3-Taw
n4T7WmI1zynpjLu7OYAgPA,0,2017-11-15 22:12:42,She is the absolute BEST!!! Always turn out perfect!!,0YZAP4UFO4beJCWKoaYh8g
wrgtmWOkq1FwnlSgl6QcJg,0,2011-10-12 23:17:47,Drinks with Jess :),VwiYJN6BxqtW_zF8hefhmQ
nwFyEhtZmtSkomYGkK0AAQ,0,2014-06-15 02:54:09,The music in the bar is a bit loud!,xiDVj7FKvaFNosDVFqbobA
mlaWsqU8jTwt-6m8v3RnAg,0,2011-12-24 17:43:41,Buche du Noel. Yum.,k8y8sNAXTl6XMzg5Qr61rg
PcX8zGIJ_XHTAQAcEOwhLw,0,2013-06-14 22:54:16,"Nice resort, right by the powder white beach!",VWJ8PSz6Sg5_AlBvQyGvpw
i4Fbd8a3P2xLbK2lFo2HEg,0,2015-05-30 21:43:24,Lots of great 100 anniversary specials on now!,wfi0T-xq_P5sKQvwQitlYg
kQXoYN6LqCs1CElEFWj-bQ,0,2014-03-20 23:37:54,College crowd dive bar scene. Friendly folks & lots of Irish eye candy ;) hahaha,bZCidhCfi-qOrDO0HcL55Q
s2JiYzE7i68cXIV6YEcVTw,0,2011-08-09 23:28:29,Fish and chips are very good.,xU4GbT4VKMpyOxNJAuP3hQ
fiBEzPfn2VOZb-PjLcm7Ng,0,2015-09-11 18:29:42,Good food and great beer. Great place for friends to get together and catch up.,CEHLx_Plqb3rZ4Hpg-RSEQ
3w7NRntdQ9h0KwDsksIt5Q,0,2013-03-09 19:23:16,Just in the nik before the mad hyper kids rush. The poor staff!,8ohYIH9wHjKdWc4yAROqBw
3VvZpyRMg5p3nH2-iK3-Vg,0,2016-01-24 03:51:10,Dessert menu - on a chalkboard above the bar :-) :-),wM7G2F5HKi62yvO-HM51zQ
o1PhBVppw2EtNw9pw_-pVQ,0,2013-06-01 19:39:39,"Michelob on tap. No lie. And, a very fine burger. Like your mom used to make. Only better.",SgxD74-CkftmYxm2-KNKgg
ihYtslFvge9B9KK1S_E8rw,0,2013-12-21 00:53:02,Great good and service.,2idS8cD2zvsLnV5A9IImGg
jtri188kuhe_AuEOJ51U_A,0,2016-11-16 16:25:06,"Many locations of Buffalo Wings & Rings open at 11:00 a.m., but Tennessee's inaugural location opens at 10:30 a.m. Monday through Saturday!!!",vbTVyyBl88xVRlTQcBXTUA
i1A9_CvPb0SZ_5nTddCEgA,0,2014-03-13 16:39:55,"Great hoagies, great bread!  Cutlets....meh

My go to sandwich: A Cut Above Italian w/ oil/vinegar, l/t/o, hot peppers, sweet peppers, & pickles",bsNS8tvMDn9ntB8OP3rNsw
PGd06nrseC2YAIqP6S9gUA,0,2015-01-18 16:45:31,delicious bloody Mary's!,wnrHhjDpQk5uLUK7Iku75A
2YyIIdwnYv5cApn1gZo_gw,0,2013-12-18 19:16:08,Holiday party,1t0xnNP5b_9EOhpL0uSFyA
sZ6ZdSNinpgOfdq0k7fJiw,0,2011-07-16 20:58:21,Some of the best Chinese food I've had in New Orleans. Wait time is rarely over 15 minutes. No delivery but the food makes up for it,n11FfirC7txX9g28jZElvg
uZsStnH9w2xY15og9VsQZA,0,2013-05-24 18:52:05,The staff is so nice sometimes you get hugs:),Ig2ttf1xX2Ihlm0nsykaTw
iBRcuymkhTk6mjC3Decs5g,0,2013-09-07 07:27:19,Their Gluten Free section is in the back of the produce section in the specialty foods area.,QEpNF4Hag6_W9Stc-1Frvg
Xk6GSFf8KGGZ3cyYijwRcw,0,2012-08-05 02:24:50,Bangers and mash.  Just like last time.,trf3Qcz8qvCDKXiTgjUcEg
-CRjqZ4GxZ6lIa_qMj7-yw,0,2017-03-18 03:43:34,Solid late night Chinese take out,gHUJQESZY_UESjTxh0HpOw
oRZ24FzN8-RucbIMOPpHww,0,2013-12-20 00:09:54,"They are slow on service, it took 20 minutes for the server to approach on a very slow Thursday night.",8t8yfB6XsqO3BoQZj1CJDg
L2ppV5eK9krUkcQivDqr7Q,0,2013-03-03 00:51:06,Not a bad seat in the place,zYFGMy1_thjMnvQLX6JNBw
tV46IhCfHbsx_af-pMupiw,0,2012-05-30 20:19:18,Very slow service. Order as soon as you come in.,td7JrqJMybMZKKoa1h9Qsg
zWkabha6AGOGGIcKMqACXg,0,2017-09-20 23:47:36,Solid so so,IlNN0372S7qPOMPLw5zbyA
Bj7DL3SwmYHZYqPduAsa2w,0,2012-04-02 20:11:35,Like the surf and turf (better meat to bread ratio) and good fries,j9tEVrwdzlfHHJ-dz3dWrQ
sXaiyPC1fT6ESl-6t7eSXg,0,2011-10-23 17:07:04,Hangover food,hZ-ZtZ3bqZg6GhWepqj20g
Enf481q4AQpAK4uWiqoXbA,0,2011-04-15 16:59:04,Go Pacers!!,H-PUXKcmpyva1V6qeeDpDA
LWbj99tJolTxhzIbXWQOaA,0,2015-01-25 17:39:09,Lots of ppl but good,EomT2qmTWWUyl5bCjjoYkQ
J2zwx811y2qV8JEuvJvqew,0,2012-10-05 20:01:27,Out of business !,ixmpL38zTJg7STt67tRTBg
sl65fzIX32eg75sR6ShjtQ,0,2012-01-09 20:47:10,"New ownership, $1.00 drafts all day, and very nice food....",3-I7OhqGOOzcjPsP8ChJ2A
ve0dqW6L0FOVVOlhop-p1g,0,2012-07-21 16:37:32,Empty,GhnqHTT1vKkLc0Z1rGsQ1A
Ucl9Vo5lwrUmYbV8Dv8X5g,0,2014-01-01 20:42:54,Clean bathrooms. So let the beers flow!,v6QXk92rkGkPG8acu-95Wg
Qw7tz-UkPrpXaVidWuab4Q,0,2011-08-06 16:01:12,It's free first weekend if you have a Bank of America card!,nXMMoDzXRByQiWH9cf-FAQ
